-0.52,9.15,2.56,-0.16,0.00,-0.09
-0.37,9.25,2.71,-0.19,0.01,-0.11
-0.16,9.08,3.12,-0.20,-0.02,-0.14
0.27,9.21,3.86,-0.15,-0.10,-0.19
-0.09,9.06,4.19,-0.13,-0.06,-0.19
-0.92,8.98,4.22,-0.09,0.11,-0.17
-0.83,9.07,3.99,-0.09,0.13,-0.16
-0.64,8.79,3.53,-0.15,0.16,-0.14
-0.79,8.81,3.00,-0.21,0.18,-0.11
-0.77,8.84,2.58,-0.30,0.12,-0.08
-0.75,8.73,2.24,-0.37,0.02,-0.07
-1.14,9.14,2.77,-0.38,-0.06,-0.02
-1.58,9.24,3.94,-0.35,-0.04,0.03
-2.04,8.76,5.15,-0.25,0.09,0.10
-2.32,8.91,5.63,-0.13,0.26,0.16
-1.69,8.45,5.55,-0.04,0.38,0.19
-1.14,8.30,4.96,-0.02,0.37,0.17
0.51,8.90,3.73,-0.04,0.07,0.02
1.72,9.01,2.78,-0.08,-0.27,-0.11
2.06,9.00,2.31,-0.18,-0.67,-0.22
0.34,8.83,2.55,-0.26,-0.73,-0.22
-1.29,8.69,3.05,-0.33,-0.65,-0.16
-1.65,8.65,3.76,-0.33,-0.54,-0.11
-2.05,8.28,4.98,-0.30,-0.31,-0.03
-1.42,8.42,5.35,-0.23,-0.26,-0.01
-0.36,8.89,5.71,-0.07,-0.30,-0.06
-0.34,9.13,5.94,0.04,-0.28,-0.06
-0.69,8.05,5.96,0.11,-0.21,-0.06
-0.65,7.99,5.54,0.18,-0.16,-0.05
-0.96,9.05,5.15,0.26,-0.05,0.00
-0.74,8.45,4.64,0.26,-0.04,-0.01
-0.64,9.10,4.38,0.28,-0.03,0.00
-0.72,8.79,4.34,0.26,0.02,0.00
-0.12,8.56,3.75,0.22,-0.06,-0.03
0.10,8.73,3.61,0.19,-0.13,-0.05
0.00,9.00,3.16,0.15,-0.25,-0.08
-0.10,8.79,3.10,0.12,-0.31,-0.10
-0.24,8.66,3.58,0.08,-0.40,-0.13
-0.57,9.03,3.99,0.09,-0.35,-0.10
-1.07,8.53,4.26,0.05,-0.15,-0.04
-1.21,8.61,3.91,0.07,-0.12,-0.04
0.37,9.13,3.62,0.02,-0.36,-0.12
0.75,9.10,3.40,-0.02,-0.49,-0.16
-0.56,8.56,3.60,-0.08,-0.35,-0.10
-2.03,8.77,4.09,-0.08,-0.06,0.02
-2.35,8.48,4.37,-0.04,0.20,0.13
-0.98,8.94,4.53,-0.03,0.14,0.13
-0.12,8.74,4.19,-0.03,-0.04,0.05
0.29,9.07,3.86,-0.05,-0.21,0.00
0.58,8.73,3.41,-0.07,-0.31,-0.02
-0.64,8.62,3.57,-0.14,-0.14,0.06
-2.37,8.58,3.85,-0.10,0.24,0.17
-0.53,9.36,4.27,-0.06,-0.04,0.05
1.49,8.62,4.40,-0.01,-0.37,-0.11
0.60,8.71,4.83,0.02,-0.37,-0.12
0.49,8.75,5.09,0.07,-0.26,-0.11
-0.02,9.10,4.67,0.12,-0.12,-0.11
-0.03,9.19,4.70,0.14,-0.07,-0.18
0.35,8.98,4.64,0.16,-0.10,-0.22
0.28,8.73,4.51,0.18,-0.05,-0.26
-0.01,8.89,4.38,0.19,0.00,-0.27
-0.02,8.85,4.07,0.21,0.11,-0.27
-0.34,8.91,4.03,0.20,0.14,-0.29
-0.40,8.91,3.95,0.19,0.26,-0.30
-0.60,8.93,3.56,0.16,0.32,-0.32
0.18,8.91,2.76,0.05,0.42,-0.40
0.26,9.10,2.31,-0.06,0.52,-0.42
-0.14,8.87,1.43,-0.26,0.53,-0.51
1.10,9.10,0.71,-0.45,0.43,-0.59
0.33,8.95,-0.12,-0.83,0.36,-0.66
0.16,9.02,-0.64,-1.15,0.25,-0.72
0.67,9.21,-2.03,-1.75,-0.25,-0.69
0.60,10.03,-1.83,-1.97,-0.45,-0.55
-1.62,11.71,1.59,-2.23,0.33,-0.39
-0.89,12.14,4.38,-2.23,0.33,-0.14
-1.77,10.77,7.09,-2.09,0.43,0.54
