-1.48,9.00,0.67,0.13,1.85,1.09
8.64,10.42,0.24,0.01,1.30,0.90
10.95,10.67,0.20,0.04,-0.25,0.30
-0.32,8.60,1.94,0.12,-2.16,-0.41
-13.92,8.78,2.27,0.07,-2.23,-0.53
-8.58,8.04,1.12,-0.27,0.72,0.75
2.91,9.88,-0.20,-0.46,1.42,1.07
5.94,10.02,-0.26,-0.54,0.66,0.72
3.12,9.44,0.51,-0.54,-0.17,0.37
-2.99,9.40,2.82,-0.62,-0.20,0.33
-1.91,9.81,3.09,-0.64,0.22,0.46
1.15,9.54,2.72,-0.66,0.84,0.60
2.71,9.67,2.48,-0.65,0.73,0.50
0.66,9.63,2.63,-0.59,0.41,0.27
-1.02,9.52,2.71,-0.59,0.41,0.26
-1.39,9.39,2.49,-0.65,0.89,0.36
0.10,9.12,2.31,-0.72,1.09,0.45
2.55,9.62,2.09,-0.77,0.94,0.39
1.87,9.57,2.62,-0.78,0.62,0.24
0.27,8.72,3.30,-0.80,0.16,0.07
-0.69,8.58,3.92,-0.86,0.04,0.05
-1.42,9.16,4.87,-0.88,0.22,0.12
-0.41,9.05,5.17,-0.85,0.40,0.20
-0.08,9.03,4.95,-0.79,0.43,0.20
0.13,8.72,4.42,-0.75,0.39,0.19
0.06,8.51,4.18,-0.77,0.30,0.14
0.14,8.47,4.11,-0.83,0.32,0.15
-0.42,8.81,3.79,-0.92,0.42,0.13
-0.19,8.64,3.36,-0.99,0.44,0.15
-0.61,8.84,3.26,-1.18,0.36,0.10
-0.05,8.98,3.74,-1.31,0.29,0.07
-0.13,9.85,3.73,-1.48,0.19,0.01
-0.32,10.27,3.45,-1.58,0.13,-0.02
-5.53,8.75,3.35,-1.72,0.05,-0.04
-6.59,11.35,2.08,-1.98,0.47,0.10
-6.40,11.91,1.76,-2.24,0.98,0.47
-5.00,11.06,2.05,-2.34,1.22,0.75
2.43,8.10,9.59,-2.59,1.50,1.16
4.96,9.86,10.36,-2.90,1.55,0.85
5.35,12.20,10.00,-2.32,0.75,0.17
