2.16,8.33,5.16,-0.22,-0.25,0.17
1.69,8.02,5.19,-0.20,-0.23,0.18
1.76,7.95,5.07,-0.19,-0.20,0.17
1.74,7.99,5.14,-0.19,-0.20,0.15
1.94,7.77,5.27,-0.19,-0.18,0.14
2.32,7.78,5.26,-0.18,-0.17,0.12
2.47,7.84,5.09,-0.18,-0.21,0.11
2.40,7.87,5.12,-0.17,-0.29,0.08
2.33,7.88,5.17,-0.17,-0.29,0.08
2.42,7.93,5.11,-0.17,-0.30,0.06
2.24,7.92,4.97,-0.17,-0.31,0.05
2.11,8.34,4.88,-0.19,-0.26,0.06
2.25,8.31,5.01,-0.16,-0.25,0.06
2.14,7.66,5.15,-0.17,-0.20,0.09
1.97,7.57,5.20,-0.17,-0.13,0.12
1.96,7.51,5.26,-0.17,0.01,0.17
2.15,7.41,5.70,-0.13,0.07,0.19
2.85,7.05,5.60,-0.13,0.14,0.19
3.10,7.07,5.39,-0.14,0.07,0.15
2.50,7.71,5.32,-0.16,-0.05,0.08
2.85,7.78,5.02,-0.17,-0.05,0.07
2.92,8.21,4.47,-0.25,-0.24,0.03
2.25,8.25,4.24,-0.30,-0.29,0.02
2.19,8.31,4.15,-0.45,-0.21,0.05
2.23,8.26,4.17,-0.55,-0.16,0.05
1.93,7.99,4.38,-0.66,-0.20,0.03
1.71,7.94,4.64,-0.73,-0.17,0.04
1.25,7.55,5.44,-0.79,-0.06,0.02
1.70,7.33,5.83,-0.85,0.05,-0.03
2.97,6.87,6.57,-0.96,0.04,-0.21
3.88,8.20,6.42,-0.85,-0.12,-0.32
2.59,9.27,5.64,-0.28,-0.46,-0.50
1.65,8.95,5.80,0.19,-0.45,-0.59
1.33,9.14,5.80,0.83,-0.05,-0.65
1.83,9.05,5.71,1.16,0.15,-0.66
2.54,9.03,5.63,1.59,0.36,-0.63
2.98,9.49,5.58,1.89,0.36,-0.62
2.73,9.40,5.31,2.27,0.26,-0.60
2.31,9.29,5.25,2.48,0.23,-0.59
1.93,9.12,4.93,2.66,0.36,-0.56
2.32,9.23,4.71,2.70,0.41,-0.56
2.96,9.45,4.09,2.74,0.26,-0.63
3.03,9.03,3.46,2.70,0.04,-0.70
2.93,8.64,2.83,2.49,-0.29,-0.79
2.96,8.75,2.37,2.32,-0.54,-0.87
1.67,6.76,2.15,2.01,-0.84,-0.99
1.45,6.85,1.75,1.59,-0.93,-1.00
0.34,8.04,1.45,1.26,-1.11,-0.90
-1.21,6.95,1.16,1.05,-0.99,-0.77
-1.23,7.07,0.93,0.53,-0.41,-0.44
-0.99,6.67,0.96,0.21,-0.04,-0.26
-1.60,6.89,1.61,-0.40,0.49,-0.01
-1.79,9.06,2.20,-0.76,1.08,0.26
1.48,14.43,-0.34,-0.05,1.47,0.08
3.49,8.92,-2.06,-0.15,1.62,0.21
5.20,10.42,-1.06,-0.71,1.10,0.10
1.17,9.54,1.25,-0.82,0.58,0.07
-3.30,9.13,3.82,-0.86,0.83,0.05
3.16,9.51,2.99,-0.89,0.83,-0.01
3.81,9.96,1.93,-0.71,-0.71,-0.41
-1.42,9.43,1.93,-0.64,-1.07,-0.44
-4.40,9.13,2.38,-0.64,0.12,-0.05
-1.99,9.63,2.14,-0.68,0.72,0.12
1.65,10.11,0.89,-0.73,0.39,0.13
0.53,9.89,0.48,-0.77,-0.09,0.05
-1.82,9.11,0.88,-0.84,-0.44,0.04
-1.14,9.11,1.64,-0.91,-0.25,0.12
0.73,9.29,2.10,-0.93,-0.16,0.18
0.47,9.31,2.47,-0.93,-0.29,0.16
-0.56,8.92,3.22,-0.90,-0.26,0.19
-0.25,9.04,3.59,-0.90,-0.17,0.22
0.25,9.67,3.93,-0.82,-0.04,0.26
0.70,9.63,3.96,-0.76,-0.04,0.29
1.53,9.13,3.45,-0.73,-0.27,0.27
0.13,9.10,2.87,-0.75,-0.42,0.28
-0.98,8.79,1.94,-0.85,-0.32,0.39
-0.63,9.03,1.87,-0.96,-0.22,0.47
1.74,9.35,1.86,-1.14,-0.20,0.51
0.41,8.94,2.27,-1.26,-0.38,0.56
1.37,10.11,3.50,-1.44,-0.26,0.69
2.27,10.26,3.73,-1.53,-0.33,0.71
1.06,10.98,3.86,-1.66,-0.63,0.75
1.44,10.62,2.74,-1.78,-0.59,0.76
2.39,10.00,1.66,-2.05,-0.70,0.73
2.81,11.80,0.53,-2.25,-0.96,0.69
-0.83,12.31,0.02,-2.55,-1.73,0.55
-0.68,9.43,0.97,-2.72,-1.63,0.25
-3.02,12.91,11.35,-2.68,-1.73,0.39
-3.07,14.18,12.76,-2.06,-1.35,0.38
-1.67,6.01,13.34,-1.26,-0.32,0.17
-0.51,5.65,8.10,-0.97,0.34,0.42
-3.25,8.83,10.01,0.60,1.22,0.06
-3.47,7.20,10.46,1.32,2.03,-0.06
-0.26,6.46,10.06,2.20,2.96,-0.20
1.16,5.16,10.09,2.87,3.31,-0.28
4.05,5.65,9.49,3.75,3.35,-0.16
7.34,5.94,9.39,4.26,2.97,-0.09
7.44,5.47,9.95,5.23,1.47,-0.34
5.84,5.54,10.56,5.68,0.73,-0.55
3.41,7.65,10.68,6.04,0.27,-0.74
2.87,7.87,10.10,6.18,0.32,-0.85
2.08,8.23,7.24,5.65,0.00,-0.85
-0.49,6.75,3.49,4.86,0.24,-0.92
5.47,-7.56,-7.18,2.20,0.40,-0.78
-1.85,-2.47,-5.31,-0.06,-0.61,-0.67
-12.77,17.06,4.32,-2.15,1.22,0.28
-13.00,21.24,0.88,-0.91,3.90,0.81
20.26,8.15,0.79,-2.83,4.35,1.02
11.96,10.03,4.96,-2.78,1.54,0.44
-7.46,5.90,11.23,-2.37,-0.73,-0.03
-4.53,9.15,10.32,-2.24,0.53,0.10
8.55,11.42,5.68,-1.60,0.15,-0.09
6.43,9.11,5.52,-1.33,-0.98,-0.21
-2.94,9.00,6.10,-1.05,-0.92,-0.16
-3.56,10.01,6.71,-0.97,-0.41,-0.07
3.00,10.18,4.50,-0.73,-0.12,0.03
3.49,9.44,3.87,-0.58,-0.80,-0.16
-1.07,9.27,2.88,-0.48,-1.04,-0.18
-1.87,9.54,2.49,-0.50,-0.75,-0.11
-1.37,9.12,1.62,-0.61,-0.45,0.02
-1.14,8.75,1.10,-0.71,-0.41,0.08
-0.96,9.12,0.26,-0.96,-0.23,0.21
-0.86,9.00,-0.59,-1.14,-0.22,0.27
-2.69,9.01,0.71,-1.49,-0.12,0.43
-1.27,9.99,1.38,-1.75,0.21,0.58
1.32,9.00,1.85,-2.03,0.09,0.69
0.83,10.72,2.54,-2.27,-0.01,0.81
1.20,10.64,2.38,-2.50,-0.44,0.71
1.15,11.67,1.53,-2.75,-0.69,0.69
3.18,13.36,-0.62,-3.23,-0.98,0.57
5.48,16.61,-3.18,-3.49,-1.74,0.46
4.40,11.92,1.82,-3.98,-3.24,-0.38
-7.26,13.53,14.97,-3.70,-3.83,-0.13
-6.22,18.65,14.08,-1.86,-1.26,0.03
-4.14,7.11,14.92,-0.91,0.27,-0.05
6.65,9.69,7.71,-0.68,1.20,-0.26
5.10,10.89,7.64,0.90,0.65,-0.59
0.34,3.52,9.99,2.65,0.51,-1.06
-0.12,2.75,9.46,3.19,0.95,-1.01
0.09,2.19,9.60,4.23,1.87,-1.06
1.15,2.74,10.10,4.92,2.34,-0.95
3.13,3.51,12.57,6.04,2.57,-0.58
4.33,3.16,13.75,6.66,2.39,-0.36
6.61,6.01,13.52,7.45,1.72,-0.10
8.61,6.99,10.73,7.40,0.97,-0.07
2.10,9.62,8.18,6.48,-0.96,-0.74
4.85,-1.73,-0.04,4.72,-0.58,-1.19
-2.89,-9.99,-8.86,0.93,-2.60,-1.40
-9.96,-1.51,1.63,-2.55,-2.86,-0.94
-10.82,24.02,5.77,-2.34,1.35,0.31
-16.34,18.43,2.31,-0.44,3.60,0.67
22.59,4.13,7.53,-2.48,7.01,1.87
26.94,7.84,3.41,-2.69,4.13,1.27
-3.09,8.35,9.89,-2.23,-1.77,-0.70
-10.23,9.92,10.20,-2.29,-1.47,-0.55
2.59,8.85,6.57,-1.83,-1.22,-0.25
-0.15,10.21,4.03,-1.78,-0.94,0.07
-3.79,9.68,6.63,-1.54,0.45,0.24
2.88,10.36,6.23,-1.42,0.80,0.24
1.72,8.15,5.25,-1.05,-1.08,-0.20
-1.29,8.87,5.59,-0.98,-1.23,-0.12
-1.25,9.42,5.64,-0.84,-0.59,-0.05
-0.69,8.95,5.23,-0.76,-0.46,-0.04
1.14,9.73,3.68,-0.71,-0.73,-0.07
0.50,9.18,2.25,-0.71,-0.97,-0.07
-2.89,8.18,-0.61,-0.95,-1.02,0.09
-3.71,8.13,-1.48,-1.27,-0.63,0.27
-1.49,8.28,-1.06,-1.83,-0.13,0.48
-0.40,8.91,-0.19,-2.17,-0.06,0.58
0.51,9.54,1.32,-2.66,-0.09,0.71
2.32,10.30,1.63,-2.92,-0.11,0.74
4.47,13.45,3.10,-3.31,-0.63,0.53
6.84,15.74,2.79,-3.53,-1.16,0.25
6.54,14.18,5.30,-3.34,-2.68,-0.51
2.67,9.10,10.91,-3.28,-3.27,-0.71
-3.60,16.07,11.99,-2.61,-3.34,-0.77
-5.51,14.30,12.08,-1.08,-2.45,-0.91
-1.96,-1.01,12.40,-1.14,-0.01,-0.70
0.17,7.92,7.23,-0.97,0.76,-0.67
-0.74,9.13,9.22,1.54,1.29,-1.13
0.66,5.11,9.10,2.18,1.74,-1.01
2.81,2.82,9.05,2.99,2.38,-0.98
3.61,3.96,8.72,3.52,2.37,-0.93
5.81,5.96,10.07,4.70,1.88,-0.64
5.79,4.65,10.94,5.33,1.34,-0.63
4.97,4.09,11.70,5.95,0.63,-0.71
4.85,5.98,12.06,6.31,0.25,-0.69
2.48,8.00,10.64,6.44,-0.33,-0.73
1.61,8.37,8.30,6.10,-0.33,-0.82
3.10,3.16,4.48,4.60,0.30,-0.97
4.41,-4.28,-4.07,2.72,-0.32,-0.91
-6.02,-1.62,-2.61,-0.83,-0.96,-0.44
-9.38,-0.41,3.28,-2.34,-0.02,0.17
0.11,27.55,1.97,-2.40,2.40,0.70
-2.02,23.14,1.10,-0.13,2.40,0.26
12.40,5.63,1.46,-1.96,3.10,0.83
13.54,7.84,3.42,-2.01,1.43,0.41
-5.83,9.48,8.03,-1.99,-0.54,-0.12
-1.04,11.57,5.98,-1.68,-0.18,0.01
-0.68,8.62,5.23,-1.48,-0.53,0.05
-0.73,9.00,5.55,-1.43,-0.24,0.15
3.27,10.10,5.05,-1.32,0.31,0.24
