10.66,9.92,6.70,-0.98,1.16,-0.17
6.23,9.76,9.60,1.33,-0.02,-0.98
3.74,4.46,8.28,2.38,-0.05,-1.22
2.49,4.85,8.35,3.84,0.27,-1.52
2.14,3.96,9.51,4.83,0.74,-1.56
3.59,3.31,10.64,6.04,1.43,-1.13
5.55,3.73,11.75,6.75,1.43,-0.82
7.83,3.81,13.95,7.78,0.73,-0.41
9.04,5.20,12.99,8.13,0.01,-0.28
4.16,4.78,11.12,7.52,-1.39,-0.60
-4.55,3.55,9.32,6.23,-1.41,-0.86
-10.30,-6.09,5.85,3.21,0.91,-0.39
0.44,-9.35,6.45,0.51,2.18,0.38
11.62,17.33,1.43,-2.95,1.36,0.38
24.43,38.59,-3.25,-2.41,0.41,0.08
-11.76,-4.50,9.52,-2.38,-2.46,-1.33
-15.50,1.58,15.63,-2.94,0.05,0.27
-2.71,13.51,13.60,-1.80,3.14,0.50
7.46,13.29,7.15,-1.40,3.14,0.62
8.79,5.91,3.42,-1.16,1.54,0.19
5.65,9.90,3.22,-1.20,0.22,-0.21
-0.38,9.85,3.76,-1.12,-0.69,-0.43
-1.19,8.96,2.78,-1.15,-0.71,-0.46
-0.98,7.51,1.57,-1.19,-0.50,-0.32
-0.04,8.34,1.24,-1.40,-0.38,-0.24
0.39,8.13,2.43,-1.66,-0.69,-0.30
0.12,8.44,3.30,-1.80,-0.78,-0.29
1.09,8.95,6.48,-1.76,-0.62,-0.16
3.04,9.83,7.21,-1.65,-0.67,-0.19
2.79,9.32,2.78,-1.64,-1.10,-0.07
-1.01,8.04,-0.51,-1.77,-1.08,0.10
0.08,11.69,-2.84,-2.66,-0.95,0.33
-0.19,11.19,-1.11,-3.20,-1.14,0.39
6.21,12.37,2.06,-3.90,-0.98,0.55
8.17,13.56,-1.48,-4.06,-1.37,0.54
4.56,17.24,-3.20,-4.58,-2.90,0.43
-4.86,15.64,9.72,-5.02,-3.57,0.30
-10.38,29.67,16.17,-3.94,-1.92,0.28
-7.10,13.29,19.31,-1.52,-0.13,0.65
10.78,7.71,8.74,-1.16,1.78,0.44
6.13,13.20,11.18,0.43,0.46,-0.06
0.88,3.53,11.17,3.15,0.41,-0.62
1.87,2.00,9.09,3.92,0.86,-0.60
2.68,0.36,10.43,5.43,1.27,-0.91
2.76,-0.47,10.73,6.28,1.50,-0.95
5.16,0.45,12.02,7.31,1.50,-0.88
6.71,1.90,14.74,7.96,1.12,-0.97
7.69,4.32,14.42,8.67,0.39,-1.17
7.69,7.96,11.16,8.32,0.12,-1.31
-6.20,5.90,9.00,6.19,-0.62,-1.24
-9.54,-5.93,7.36,4.84,0.28,-0.65
-2.26,-13.40,4.34,-0.20,2.38,0.40
7.21,-0.79,9.86,-3.44,2.39,0.52
18.45,35.58,-5.10,-2.52,1.21,0.82
-3.99,-3.06,8.95,-1.75,-0.89,-0.43
-7.44,-1.45,13.64,-3.30,1.03,0.54
-3.35,8.44,16.33,-2.34,2.05,0.63
2.09,16.79,11.69,-1.40,1.94,0.29
3.71,3.89,5.91,-0.84,2.01,0.51
2.85,8.25,4.30,-0.78,1.86,0.36
4.64,12.52,2.59,-0.50,1.56,0.23
3.81,7.96,-0.13,-0.72,-0.09,-0.38
0.17,6.77,0.24,-0.85,-0.62,-0.47
-0.16,9.82,1.47,-1.44,-0.38,-0.19
2.11,8.02,0.30,-1.74,-0.63,-0.23
-1.79,9.60,5.11,-1.98,-1.22,-0.27
0.49,11.23,6.49,-1.95,-1.06,-0.15
1.98,8.72,2.56,-1.83,-0.90,0.02
1.60,8.12,0.48,-2.04,-0.80,0.20
1.29,10.12,-1.10,-2.69,-0.78,0.43
1.10,11.24,-3.24,-3.20,-1.07,0.51
1.73,11.85,-0.21,-4.08,-1.31,0.67
4.81,13.21,0.78,-4.53,-1.05,0.73
2.73,20.12,-1.32,-5.08,-2.49,0.82
-4.79,19.96,8.46,-5.31,-3.38,0.71
-12.16,29.74,17.76,-4.35,-1.68,0.48
-2.28,3.52,23.63,-1.17,1.11,0.88
13.26,13.30,9.15,-1.12,2.35,0.17
9.83,14.01,11.39,0.66,1.15,-0.25
