1.6771,9.6534,0.21684,-0.0033051,-0.0011393,-0.010541
1.5993,9.6454,0.21929,0.0023342,-0.0017227,-0.015168
1.5359,9.6508,0.24486,-0.0059927,-0.0063297,-0.014107
1.5297,9.6465,0.26353,-0.00050423,0.0050513,-0.0079831
1.6434,9.63,0.22672,-0.00056538,-0.0033726,-0.0066667
1.5293,9.6547,0.20674,-0.0027061,-0.00974,-0.0062096
1.5449,9.655,0.25498,-0.0011111,0.0028758,-0.0018954
1.6748,9.6552,0.20623,-0.00022188,0.0022673,-0.0020888
1.6396,9.6326,0.2187,-0.00099582,-0.0051468,-0.0041509
1.5816,9.6461,0.23837,0.0033333,0.0048515,-0.0046947
1.6136,9.6532,0.25322,0.0016646,-0.0016856,-0.0038868
1.5877,9.6359,0.2082,6.884e-05,0.0026057,-0.0011111
1.6299,9.6549,0.20495,-0.0022455,0.00040922,-0.0007252
1.53,9.6327,0.24,0.0022222,-0.0049551,0
1.5831,9.6474,0.24529,-0.0016444,0.0016889,0.00057781
1.6229,9.6346,0.21,0.0017971,-0.0042705,0.00051207
1.5247,9.6349,0.25505,-0.00062689,0.0011111,0.0011111
1.5851,9.6722,0.23,-0.0024994,0.0063895,0.0066667
1.6353,9.6659,0.20876,0.0018045,0.0027734,0.0091645
1.6249,9.6249,0.21253,-9.8007e-06,0.0033725,0.0061258
1.6386,9.6507,0.2578,-0.0045073,-0.0018239,0.0066667
1.5568,9.61,0.26786,0.0033333,0.00417,0.0093072
1.7202,9.65,0.24536,0.004553,0.0077692,0.01
1.4516,9.6203,0.32524,0.013847,-0.0080302,0.0087206
1.4695,9.6304,0.23263,0.011659,0.023412,0.020579
1.8612,9.6437,0.13,0.0078531,0.015207,0.012872
1.7737,9.6561,0.19052,0.0066667,-0.00079261,0.0048018
1.5147,9.6412,0.19,0.0038805,-0.0021885,0.0028031
1.5364,9.6506,0.20887,0.0029276,0.0067729,0.0077778
1.6314,9.6429,0.21849,0.0033298,0.0055573,0.01
1.6403,9.6366,0.20315,0.001601,0.0060892,0.011067
1.6859,9.67,0.24411,0.0003589,0.0022222,0.010718
1.6354,9.6254,0.23,0.00012587,0.00039822,0.012222
1.8513,9.6296,0.21285,0.00063681,0.0052438,0.0077778
1.7241,9.6559,0.17875,0.0015014,-0.0068365,0.00022042
1.5915,9.6343,0.25145,0.0028146,-0.0030749,-0.0029259
1.5878,9.62,0.22216,0.0037601,0.013502,0.0043586
1.5887,9.72,0.32877,0.010685,-0.00085571,0.0076926
1.551,9.657,0.35801,0.018239,-0.013881,0.013607
1.7042,9.6717,0.20224,0.027567,-0.015744,0.023689
1.5985,9.6851,0.23664,0.033035,-0.02602,0.026882
1.6789,9.6447,0.19591,0.042516,-0.016272,0.036832
1.8586,9.7214,0.09,0.042863,-0.012994,0.043164
1.6311,9.5069,0.28,0.051945,-0.021215,0.035903
1.7207,9.5949,0.20606,0.045452,0.00071041,0.038041
1.745,9.645,0.15497,0.048941,0.028294,0.039457
1.7292,9.5608,0.1577,0.046776,0.032723,0.037059
1.732,9.6052,0.14524,0.028227,0.029101,0.034775
1.7382,9.6643,0.15049,0.023823,0.022915,0.030347
1.6905,9.65,0.034254,0.029449,0.018338,0.033343
1.533,9.7063,0.065629,0.036248,0.01694,0.032313
1.893,9.5541,0.056958,0.039167,0.056386,0.043055
1.8468,9.6385,0.0053276,0.027888,0.041832,0.039097
1.8068,9.6344,0.025585,0.021564,0.025513,0.018932
1.9256,9.556,0.14838,0.01774,0.041835,0.013833
1.691,9.6397,0.1105,0.015874,0.017461,0.0088889
1.5375,9.6425,0.067471,0.018682,0.0066779,0.010893
1.8,9.6139,0.052591,0.016051,0.036051,0.02253
1.7973,9.61,0.060891,0.016045,0.034934,0.024182
1.8604,9.6249,0.12,0.0092227,0.037554,0.018112
1.9946,9.6007,0.039253,0.0079567,0.026092,0.013512
1.9072,9.6064,-0.016423,0.0066678,-0.001665,0.0022245
1.7913,9.6037,-0.035039,0.0030586,-0.012709,-0.0011111
1.8507,9.5786,0.0053526,-0.014244,0.012022,-0.0025501
