-0.22666,9.07,3.48,0.0027072,-0.0081216,-0.0052117
-0.25104,9.06,3.499,0.00271,-0.00013549,-0.0020461
-0.22483,9.0555,3.4897,0.004959,0.0028188,-0.0028188
-0.16911,9.0909,3.4918,0.0030848,-0.0010721,-0.0013986
-0.23022,9.07,3.4704,0.0033333,-0.0041536,-0.0036242
-0.25149,9.06,3.46,0.0038153,-0.00048197,-0.0027042
-0.21924,9.06,3.4513,0.0035353,0.0019192,-0.00060606
-0.17539,9.0646,3.4546,0.0027481,0.0041866,-0.00045633
-0.22,9.0858,3.4715,-0.003879,0.0027877,-0.0041617
-0.19299,9.0727,3.473,0.000566,0.000566,-0.0038784
-0.20739,9.0674,3.4837,-0.0022222,0.0017131,-0.0028242
-0.24508,9.0825,3.51,-0.00080435,-0.0016087,-0.0019155
-0.29516,9.0803,3.4803,0.00060416,-0.0056528,-0.0017477
-0.23793,9.06,3.5005,0.001189,0.0083723,-0.00081387
-0.2368,9.09,3.5289,0.00083289,0.005552,0.00027645
-0.14327,9.0667,3.4767,0.0014039,-0.00069859,0.0005855
-0.1835,9.063,3.4695,-0.00013242,-0.0080426,-0.0022222
-0.17789,9.07,3.4853,0.0015856,-0.0023844,-0.0066667
-0.21531,9.0706,3.49,0,-0.0015574,-0.01
-0.22899,9.0695,3.481,0.0019559,-0.00079909,-0.011111
-0.26194,9.0677,3.4997,0,0.00065541,-0.013105
-0.30318,9.0568,3.49,0.001661,0.0072278,-0.0083502
-0.27627,9.0975,3.5,0.0014302,0.007302,-0.002698
-0.19335,9.0767,3.4433,-0.00020701,-0.0019962,0.0028813
-0.24798,9.056,3.458,0.00045822,-0.0075601,0
-0.27,9.0786,3.4714,-0.0035525,-0.0064321,0.0011111
-0.26,9.0823,3.4977,4.8566e-05,-0.0005677,0.0033333
-0.18758,9.0557,3.5043,-0.0012998,0.0023061,0.0079664
-0.1555,9.071,3.4655,-0.002244,0.00053923,0.0055556
-0.19032,9.07,3.4815,0.00066109,-0.0031083,0.0013361
-0.29229,9.0416,3.5139,-0.0013283,-0.0046617,0.00021722
-0.28556,9.0769,3.5193,0.0031217,0.0042328,0.0028466
-0.18966,9.0781,3.4861,0.0050024,0.010009,0.0061088
-0.17594,9.0741,3.4541,0.0068855,-0.0029126,0.0044444
-0.2809,9.0824,3.4609,0.0037566,-0.0053439,0.0022222
-0.29,9.067,3.517,0.00047734,-0.00032092,0.0052346
-0.18793,9.0918,3.4618,0.0024225,0.0088889,0.0049289
-0.11779,9.0839,3.4317,0.0020221,0.0041339,0.00060041
-0.16402,9.066,3.436,-0.0027681,-0.0092816,-0.0033333
-0.39822,9.06,3.5153,0.00043674,-0.0063498,-0.0043652
-0.29673,9.0827,3.4963,0.0011111,0.011989,0.0015738
-0.20584,9.0683,3.4825,0.00040668,0.013442,0.0035367
-0.22965,9.0652,3.4674,0,0.0055556,0.00086899
-0.26382,9.0683,3.4983,-0.0023676,0.0079232,0.0022949
-0.24688,9.07,3.4769,0.0035481,0.019608,0.0040148
-0.11694,9.0931,3.4542,0.0028547,0.02,0.0053447
-0.11382,9.0821,3.42,0.0016524,0.0045016,-0.00054127
-0.23055,9.0894,3.4394,-0.0011111,-0.015556,-0.0028075
-0.20269,9.0703,3.4457,0.00097861,-0.0097927,-0.0053483
-0.11027,9.0422,3.4911,-0.0053526,-0.015855,-0.009797
-0.045157,9.1311,3.579,-0.0032977,-0.021254,-0.01448
-0.15696,9.0768,3.5483,0.0027575,-0.035515,-0.021646
-0.23971,9.0348,3.5123,0.0088889,-0.040867,-0.020772
0.049795,9.0784,3.5441,0.014282,-0.018677,-0.026242
0.017057,9.1446,3.5124,0.011767,-0.039571,-0.033561
-0.25387,9.2316,3.5853,0.012161,-0.05501,-0.046142
-0.28821,9.0955,3.4866,0.015577,-0.04247,-0.05
-0.0022527,9.1749,3.5285,0.017778,-0.02738,-0.042421
-0.27247,8.9579,3.402,0.02093,-0.052381,-0.052018
-0.15803,9.127,3.473,0.0089233,-0.041649,-0.048351
-0.021835,9.0855,3.4628,0.015556,-0.045371,-0.055661
-0.082256,9.0851,3.4834,0.010778,-0.059779,-0.07089
-0.16751,9.0976,3.5126,0.011128,-0.080446,-0.081727
0.0012477,9.0688,3.4351,0.0096161,-0.082337,-0.095057
0.099292,9.305,3.5317,0.019273,-0.10975,-0.11903
-0.28858,9.0413,3.5375,0.0080328,-0.12039,-0.14362
-0.10158,8.9288,3.3816,0.014524,-0.10452,-0.14341
-0.37931,9.2164,3.607,0.015104,-0.12578,-0.16045
-0.27885,9.2003,3.6409,0.020317,-0.11016,-0.16171
-0.074627,9.0416,3.4951,0.034444,-0.10515,-0.18788
-0.11475,9.0248,3.4562,0.027778,-0.14075,-0.20994
-0.42988,9.1611,3.4743,0.033557,-0.13746,-0.22404
-0.30047,9.0614,3.4177,0.040155,-0.10066,-0.23609
-0.28057,9.0654,3.4551,0.039608,-0.085098,-0.26196
-0.23064,9.06,3.3784,0.034996,-0.095539,-0.28581
-0.23866,9.0605,3.3816,0.034723,-0.12749,-0.33082
-0.50241,9.0273,3.41,0.032374,-0.16354,-0.35596
-1.0069,9.0035,3.4279,0.033746,-0.14053,-0.3807
-0.48011,9.0787,3.3992,0.037887,-0.11444,-0.38922
-0.79356,9.06,3.3738,0.03999,-0.1684,-0.41614
-0.81106,9.07,3.3513,0.038365,-0.18477,-0.42732
-0.86316,8.8204,3.3544,0.041111,-0.21793,-0.47569
-1.2461,8.7769,3.4799,0.031213,-0.22187,-0.50656
-1.4063,8.9805,3.5832,0.030001,-0.19222,-0.5137
-1.3257,8.9674,3.4923,0.044241,-0.15465,-0.49976
-1.229,9.0684,3.5269,0.051833,-0.14692,-0.50242
-1.4452,8.972,3.4359,0.053963,-0.17767,-0.51107
-1.8201,9.0136,3.5351,0.053333,-0.21556,-0.51392
-2.1523,8.8756,3.4236,0.062085,-0.22542,-0.50721
-2.8931,9.0747,3.535,0.064694,-0.21851,-0.47261
-2.9847,8.743,3.4383,0.073945,-0.18966,-0.41805
-2.5841,9.104,3.3851,0.056667,-0.10365,-0.30633
-2.5262,9.0182,3.3737,0.063766,-0.10921,-0.25106
-2.4127,8.9604,3.4556,0.057958,-0.12611,-0.20907
-2.2848,9.2093,3.5909,0.059114,-0.15114,-0.19755
-2.3045,9.6772,3.6281,0.070655,-0.23284,-0.17913
-2.5783,9.6436,3.6211,0.094382,-0.28706,-0.14999
-2.7837,8.6894,3.5733,0.10959,-0.25879,-0.04472
-3.8121,8.0493,3.8103,0.038876,-0.2481,0.018717
